pattern,Label
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND STR VAR STR LIKE STR VAR""",Attack
"NUM COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"NUM COMMENT """,Attack
"VAR VAR VAR VAR AND VAR VAR VAR VAR VAR. VAR VAR VAR VAR (VAR!) VAR VAR STR . VAR VAR VAR VAR VAR VAR AND VAR.""",Safe
"VAR VAR VAR'VAR VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT VAR""",Attack
"AND VAR VAR VAR VAR (VAR VAR STR VAR STR VAR VAR VAR VAR AND STR VAR VAR VAR STR AND STR VAR VAR STR VAR VAR VAR VAR VAR VAR VAR). VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR STR VAR STR (VAR*/ NUM EQ NUM VAR VAR NUM COMMENT """,Attack
"NUM ) ) ) AND ( ( STR EQ 'VAR""",Attack
"VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR""",Attack
"NUM ) """,Attack
"VAR![.VAR.\ VAR%/@VAR+]+VAR{VAR.[VAR COMMENT FROM VAR""",Attack
"VAR VAR VAR VAR. LT VAR / GT LT VAR / GT STR VAR*/VAR.VAR VAR VAR ) COMMENT """,Attack
"NUM ) AND ( STR LIKE 'VAR""",Attack
"NUM ) COMMENT """,Attack
"VAR VAR IS... VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR NOT VAR VAR VAR VAR VAR VAR STR VAR VAR VAR VAR STR (VAR VAR VAR VAR) FROM VAR VAR""",Safe
"NUM ) ) ||'""",Attack
"VAR.VAR VAR""",Safe
"VAR VAR AND VAR VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"NULL COMMENT """,Attack
"VAR$VAR VAR VAR ) AND STR VAR STR LIKE STR VAR""",Attack
"$\{*{@VAR. LT *\VAR}VAR EQ VAR LT VAR ! NUM SEMI VAR]`+ NUM `VAR.}(VAR&^ NUM % STR OR VAR ( NUM ) AND STR % STR EQ STR """,Attack
"VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR-VAR VAR*/ EQ STR """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR STR VAR VAR STR VAR. VAR'VAR VAR LIKE VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR? VAR VAR VAR VAR.""",Safe
"IS VAR VAR/ VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR AND VAR STR VAR VAR VAR VAR IS VAR VAR... STR AND VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR VAR ( NUM ) COMMENT """,Attack
"(SELECT NUM ) ) )} ) ) OR LT '""",Attack
"VAR VAR NUM . VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND NUM STR VAR VAR VAR VAR VAR""",Safe
"NUM ) ) ) AND ( STR % STR EQ STR """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND STR LIKE 'VAR""",Attack
"NUM ) ) ) COMMENT """,Attack
"AND VAR VAR""",Safe
"""",Safe
"VAR.""",Safe
"NUM EQ NUM """,Attack
"VAR VAR VAR VAR""",Safe
"AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR... AND VAR VAR VAR NUM -VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR'VAR VAR VAR VAR VAR VAR""",Safe
"NULL COMMENT """,Attack
"VAR VAR-VAR-VAR-VAR-VAR-VAR-VAR-VAR-VAR-IS-VAR-VAR-VAR-VAR AND VAR VAR-VAR-VAR-VAR-VAR-VAR-VAR-VAR-VAR-VAR-$$$ SEMI LT VAR / GT LT VAR / GT NUM . VAR VAR VAR VAR VAR NUM VAR""",Safe
"VAR ( VAR ) ) AND ( ( STR LIKE 'VAR""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR STR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR'VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR NUM VAR.""",Safe
"NULL ) VAR VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) VAR ) FROM VAR.VAR ) ) +'""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"NUM COMMENT """,Attack
"AND VAR VAR IS VAR VAR VAR VAR VAR VAR VAR. STR VAR VAR (VAR VAR VAR) VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR (VAR VAR STR VAR STR VAR) IS VAR STR OR '""",Attack
"VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR FROM VAR-VAR VAR. VAR VAR LIKE""",Safe
"AND VAR VAR-VAR VAR OR NOT VAR VAR VAR.""",Safe
"VAR OR ] ( VAR $( VAR ) *(SELECT (SELECT`VAR)) ) ) VAR FROM VAR.VAR VAR VAR VAR ) VAR ) STR AND COMMENT ( SEMI ( ( STR % STR EQ STR VAR~""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR]VAR LT NUM :VAR{[VAR[VAR*VAR@( VAR[}-VAR]VAR)VAR|(/ NUM ?\VAR|VAR|%VAR)VAR|[~/[:VAR^VAR.:VAR& NUM `\&@\+VAR| LT VAR EQ .VAR]$]VAR\&VAR[`VAR@}^ (VAR.VAR SEMI VAR( LT VAR|VAR\ NUM LT VAR^.%\VAR.-VAR-%VAR? GT VAR[ COMMENT VAR{VAR% SEMI }VAR EQ *VAR+VAR|{VAR/ VAR LT VAR/$VAR& LT VAR & LT VAR~VAR}^VAR`^VAR COMMENT [`VAR@/VAR-VAR|\$ GT VAR~-VAR|?VAR.` VAR|VAR.+VAR[VAR/VAR$VAR~| SEMI &VAR$VAR:{VAR STR NUM STR NUM '/*""",Attack
"NUM ) AND ( ( STR EQ 'VAR""",Attack
"VAR VAR VAR VAR VAR VAR. VAR VAR VAR.""",Safe
"VAR VAR IS VAR VAR VAR. VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR ) AND ( ( ( STR EQ 'VAR""",Attack
"VAR IS VAR VAR VAR-VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR. AND VAR VAR VAR VAR VAR""",Safe
"AND VAR VAR VAR VAR-VAR VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR VAR VAR VAR VAR. VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( ( STR % STR EQ STR """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR STR VAR VAR VAR VAR VAR FROM VAR VAR VAR STR . LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR AND VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR VAR NUM +!!""",Safe
"VAR.VAR VAR VAR ) COMMENT """,Attack
"NUM ) AND ( ( STR EQ 'VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR' VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"VAR ) ) )$ OR ~VAR NEQ (SELECT (SELECT (SELECT (SELECT (SELECT NUM )))))~AND TRUE OR (SELECT NUM ) OR FALSE OR VAR COMMENT || FALSE OR (SELECT (SELECT (SELECT NUM ))) AND TRUE OR FALSE COMMENT VAR*VAR:VAR """,Attack
"VAR VAR VAR VAR VAR VAR-VAR AND VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR NUM VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR ) ~OR VAR)LIKE VAR AND SEMI (SELECT VAR)!OR STR LIKE STR OR FALSE AND TRUE COMMENT +VAR !VAR VAR:`VAR""",Attack
"VAR VAR VAR VAR""",Safe
"NUM ) AND ( ( ( STR EQ '""",Attack
"VAR*%%(\-VAR SEMI VAR COMMENT NUM !VAR COMMENT VAR$|VAR` GT VAR$%\VAR-VAR+\- NUM TAUTOLOGY COMMENT VAR""",Attack
"NUM ) AND ( ( ( STR EQ '""",Attack
"VAR VAR IS VAR VAR VAR AND VAR VAR VAR VAR'VAR VAR VAR. VAR VAR VAR  VAR VAR VAR STR VAR STR VAR VAR VAR  VAR NOT VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR""",Safe
"OR VAR VAR VAR VAR VAR IS""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR""",Safe
"NULL COMMENT """,Attack
"VAR""",Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR """,Safe
"NUM ) COMMENT """,Attack
"VAR VAR VAR ) AND ( ( ( STR VAR STR LIKE STR VAR""",Attack
"VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR (VAR VAR VAR VAR VAR VAR VAR & VAR VAR VAR VAR VAR VAR VAR). VAR NUM VAR VAR VAR VAR VAR VAR VAR VAR-VAR. VAR VAR VAR VAR NOT VAR VAR VAR IS VAR VAR""",Safe
"VAR VAR VAR VAR VAR. VAR VAR VAR IS VAR VAR. VAR VAR VAR NOT VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR-VAR VAR""",Safe
"VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( ( NUM EQ NUM """,Attack
"NUM ) ) ) AND ( ( ( NUM EQ NUM """,Attack
"NULL COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR - VAR? - VAR VAR""",Safe
"OR VAR""",Safe
"NULL COMMENT """,Attack
VAR VAR ) TAUTOLOGY,Attack
"VAR VAR VAR VAR VAR (VAR STR VAR VAR VAR). VAR""",Safe
"NUM COMMENT """,Attack
"NOT VAR FROM VAR VAR VAR-VAR- VAR. VAR VAR FROM VAR VAR VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR""",Safe
"VAR""",Safe
"VAR VAR VAR VAR VAR VAR SEMI VAR VAR'VAR VAR VAR VAR VAR VAR""",Safe
"VAR IS VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR.VAR VAR VAR ) COMMENT """,Attack
"VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR. VAR""",Safe
"VAR VAR VAR ) AND ( ( STR EQ 'VAR""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR!""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) """,Attack
"!VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR IS VAR VAR VAR VAR VAR-VAR FROM VAR VAR VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NUM ) COMMENT """,Attack
"( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) FROM VAR ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) ) COMMENT """,Attack
"NUM ) ) +'""",Attack
"VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR! VAR VAR VAR VAR VAR NUM VAR VAR NUM .""",Attack
"VAR VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR. VAR VAR. VAR VAR VAR VAR VAR'VAR VAR VAR VAR VAR IS VAR.""",Safe
"AND VAR IS VAR & VAR VAR - VAR'VAR VAR VAR VAR""",Safe
"NUM COMMENT """,Attack
"NUM ) ) ) AND ( ( ( STR VAR STR LIKE STR VAR""",Attack
"NULL COMMENT """,Attack
"VAR ) ) COMMENT """,Attack
"VAR VAR VAR ) """,Attack
"VAR VAR VAR ) """,Attack
"VAR VAR VAR VAR VAR VAR VAR...VAR VAR VAR VAR VAR VAR STR VAR STR VAR. VAR STR VAR VAR VAR VAR VAR VAR VAR STR AND STR VAR STR . VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR.""",Safe
VAR VAR VAR ) TAUTOLOGY,Attack
"NUM COMMENT """,Attack
"VAR OR ({ VAR ( NUM ) * NUM ) ) VAR FROM! ( SELECT (SELECT (SELECT (SELECT NUM ))) UNION_SELECT VAR VAR:SELECT VAR UNION_SELECT (SELECT NUM ) COMMENT ) STR VAR VAR VAR VAR ) AND STR |? STR NEQ STR |?: STR AND TRUE AND STR NUM STR NOT LIKE STR VAR STR OR FALSE|| STR } SEMI STR NOT LIKE STR } SEMI STR OR FALSE VAR (SELECT (SELECT (SELECT NUM ))) OR FALSE AND%TRUE OR FALSE COMMENT """,Attack
"NUM ) AND ( ( STR LIKE 'VAR""",Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR """,Safe
"NUM ) ) ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR LIKE VAR VAR VAR VAR VAR VAR. VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"IS VAR VAR VAR VAR VAR OR VAR VAR VAR VAR VAR VAR """,Safe
"NULL ) VAR VAR ( .VAR ) OR VAR ( (SELECT (SELECT VAR)) ) OR VAR+ ( VAR :) OR VAR ( VAR ) VAR ) FROM STR ( VAR SEMI ( |(SELECT VAR) ` GT ) ) ) ) +'VAR/ VAR/VAR""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"NUM COMMENT """,Attack
"VAR VAR VAR""",Safe
"NUM ) ) ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"VAR'VAR VAR VAR VAR VAR VAR - VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR NUM """,Safe
"AND VAR VAR VAR VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR.). VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR.""",Safe
"NUM ) AND ( ( ( NUM EQ NUM """,Attack
"""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"VAR'VAR VAR VAR VAR VAR VAR""",Safe
"( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) FROM VAR ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) ) AND ( STR % STR EQ STR """,Attack
"VAR VAR VAR VAR VAR VAR VAR STR VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR! LT VAR / GT LT VAR / GT VAR! VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR FROM VAR AND VAR VAR. VAR VAR VAR VAR""",Safe
"VAR VAR VAR-VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR'VAR VAR VAR. VAR IS VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR. VAR VAR VAR: VAR VAR VAR VAR VAR!""",Safe
"AND VAR VAR. VAR VAR VAR VAR'VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR!!""",Safe
"NULL COMMENT """,Attack
"VAR VAR VAR ) AND ( ( ( STR VAR STR LIKE STR VAR""",Attack
"NUM ) COMMENT VAR""",Attack
"NUM ) AND STR VAR STR LIKE STR VAR""",Attack
"VAR ( ) COMMENT NUM """,Attack
"VAR ( VAR ) ) COMMENT """,Attack
"AND VAR VAR'VAR VAR VAR VAR VAR. VAR AND VAR""",Safe
"NUM ) """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR FROM VAR. VAR VAR VAR VAR FROM VAR VAR FROM VAR VAR VAR VAR VAR VAR VAR VAR VAR STR VAR STR VAR VAR VAR VAR. VAR VAR AND VAR VAR""",Safe
"VAR VAR´VAR NOT VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR!""",Safe
"VAR VAR VAR""",Safe
"AND VAR VAR VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR & VAR VAR VAR VAR AND VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR-VAR-VAR VAR VAR VAR VAR VAR'VAR VAR . VAR VAR VAR VAR VAR""",Safe
"NUM COMMENT """,Attack
"NULL COMMENT """,Attack
"AND VAR VAR. VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR IS VAR VAR VAR VAR VAR AND VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"FROM VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR'VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"@VAR^VAR! NUM %VAR' TAUTOLOGY /*""",Attack
"VAR!VAR VAR )+ AND TRUE AND (SELECT (SELECT STR (SELECT (SELECT GT (SELECT (SELECT (SELECT (SELECT (SELECT (SELECT (SELECT (SELECT (SELECT (SELECT (SELECT NUM ))))))))))))))) OR STR VAR STR NOT LIKE STR VAR STR && STR VAR STR NEQ STR VAR STR }AND TRUE OR VAR AND TRUE AND NUM COMMENT """,Attack
"VAR VAR VAR VAR.""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR). LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR VAR  VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR IS VAR VAR VAR VAR VAR  VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NULL COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( ( STR EQ 'VAR""",Attack
"NUM ) ) ) AND ( ( STR EQ 'VAR""",Attack
"""",Safe
VAR!VAR}VAR$:- NUM % STR TAUTOLOGY,Attack
"VAR ( ) COMMENT NUM """,Attack
"VAR ( VAR ( NUM ) ) ) ) """,Attack
"AND VAR VAR VAR(VAR""",Safe
"NUM ) ) ) AND ( STR VAR STR LIKE STR VAR""",Attack
"NUM COMMENT """,Attack
"""",Safe
"VAR ( VAR ( (SELECT NUM ) ) STR VAR STR VAR LT VAR!VAR""",Attack
"( SELECT VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) + ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR VAR ( NUM ) VAR VAR ( NUM ) VAR ) ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) ) ) AND STR EQ '""",Attack
"NUM COMMENT """,Attack
"AND VAR. VAR VAR'VAR IS VAR AND VAR VAR VAR AND VAR VAR VAR VAR VAR. VAR IS VAR VAR VAR. VAR VAR.""",Safe
"VAR-VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR IS VAR VAR VAR VAR FROM VAR VAR """,Safe
"VAR IS NOT VAR. VAR VAR STR ) ) ) AND NUM EQ ( SELECT NUM FROM VAR ( NUM ) ) COMMENT """,Attack
"VAR VAR'VAR VAR VAR VAR VAR VAR. VAR VAR VAR""",Safe
"NUM EQ NUM OR ( SELECT * FROM ( SELECT ( VAR ( NUM ) ) ) VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR AND VAR""",Safe
"VAR VAR VAR VAR""",Safe
NUM ) ) ) TAUTOLOGY,Attack
"NUM COMMENT """,Attack
"NUM ) AND ( ( STR EQ 'VAR""",Attack
"VAR VAR VAR VAR VAR NOT VAR VAR VAR & VAR. VAR VAR VAR IS VAR VAR VAR VAR""",Safe
"NUM ) AND ( STR % STR EQ STR """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR (VAR VAR VAR STR VAR VAR STR . ** FROM ****""",Safe
"VAR VAR VAR """,Safe
"VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR'VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR STR VAR VAR VAR""",Safe
"VAR$VAR VAR VAR ) COMMENT """,Attack
"VAR$VAR VAR VAR ) AND ( STR VAR STR LIKE STR VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR """,Safe
"AND VAR'VAR VAR VAR VAR VAR VAR""",Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( STR % STR EQ STR """,Attack
"NUM ) ) ) AND ( STR EQ 'VAR""",Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) """,Attack
"NUM ) AND ( STR VAR STR EQ STR VAR""",Attack
"AND VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR VAR STR VAR VAR """,Safe
"NUM ) AND ( ( STR EQ '""",Attack
"VAR VAR VAR! STR LT VAR / GT LT VAR """,Safe
"VAR IS VAR OR VAR VAR LIKE VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR AND VAR VAR VAR VAR""",Safe
"NUM ) COMMENT """,Attack
"VAR AND VAR VAR VAR VAR/VAR/VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR FROM VAR VAR VAR VAR VAR VAR NUM VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"VAR IS VAR VAR VAR STR . LT VAR / GT LT VAR / GT NUM VAR VAR NUM """,Attack
"VAR""",Safe
"NUM ) COMMENT """,Attack
"VAR ) {%)~ """,Attack
"VAR VAR VAR VAR VAR!""",Safe
"VAR VAR VAR ) AND ( STR VAR STR EQ STR VAR""",Attack
"NUM ~ EQ }VAR EQ {VAR LT VAR^*)VAR GT ^VAR[$VAR:VAR] NUM [^VAR(%VAR{(-VAR&[&?VAR COMMENT VAR}\ LT )+{VAR GT NUM % NUM ?-!\ NUM SEMI | NUM +VAR!VAR- LT ?- NUM %~@.$]VAR\@~:VAR]^VAR SEMI *VAR%VAR$ LT VAR`VAR. )@ GT NUM &VAR}~VAR EQ VAR LT ^\VAR|VAR?VAR COMMENT -VAR! VAR{VAR EQ VAR$*&VAR* SEMI NUM -&VAR$VAR\VAR[[VAR STR ) ) ) AND ( SELECT * FROM ( SELECT ( VAR ( NUM ) ) ) VAR ) AND ( ( ( STR VAR STR LIKE STR VAR""",Attack
"VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR IS VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR NUM . VAR VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"NUM ) ) ) COMMENT """,Attack
"AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR STR VAR NOT VAR VAR VAR""",Safe
"NUM ) AND STR % STR EQ STR """,Attack
"VAR OR ( VAR (\ (SELECT NUM ) ) ]*VAR ) ) VAR FROM ( SELECT (SELECT (SELECT NUM ))[ UNION_SELECT (SELECT VAR) UNION_SELECT VAR} UNION_SELECT (SELECT (SELECT (SELECT VAR)))] ) VAR VAR VAR VAR ) AND ( STR VAR STR ?'LIKE STR VAR""",Attack
"VAR VAR VAR IS VAR VAR AND VAR VAR VAR VAR.""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"NUM ) ) ) """,Attack
"NUM COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR'""",Safe
"NUM COMMENT """,Attack
"VAR$VAR VAR VAR ) COMMENT """,Attack
"VAR[VAR\VAR-|| STR EQ STR OR FALSE OR FALSE && (SELECT^(SELECT (SELECT (SELECT NUM )))) ^ && TRUE AND STR NUM STR NOT LIKE STR VAR STR COMMENT ) || FALSE OR (SELECT (SELECT (SELECT VAR))) COMMENT VAR`VAR""",Attack
"VAR VAR VAR VAR VAR'VAR VAR VAR VAR AND VAR""",Safe
"VAR ( VAR ) ) AND STR LIKE 'VAR""",Attack
